id,Title,Content,WPML Language Code,Destinations,Categories,Image Featured,Video,Web,Phone,POI lat,POI long,POI Coordinates
40049,Fortaleza San Luís,"Built in the early 19th century, this yellow-toned fortress has a beautiful, ornate exterior gate with two cannons facing the city. A key defense post during the War of Restoration, US Marines also used the fort as a base during the first US occupation of the DR (1916-1924). Inside the compound youll see multiple cannons, army tanks on display, as well as the statues of Dominican independence heroes and other important historical figures throughout the yard. The fortress served as a prison in later years. A small museum opened in 2005, and displays numerous Taino artifacts and cultural items, as well as paintings, period swords, and photographs of the US occupation at the fort.",en,Santiago,Family-Friendly|Iconic Sights|Museums,,,http://www.fortalezasanluis.org/index_eng.html,-3063,19.4480365,-70.7029076,"a:6:{s:7:""address"";s:90:""Fortaleza San Luis (Museo), Calle San Luis, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:10:""19.4480365"";s:3:""lng"";s:11:""-70.7029076"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40061,Casa de Arte,"A gathering spot of creatives, Casa de Arte sits in the historic center of downtown Santiago, in a renovated Victorian home. The gallerys rotating display shows Dominican artists works, and the venue often hosts live music or theater performances in the evening. Relax in the patio after viewing the exhibits.",en,Santiago,Family-Friendly|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/3.jpg,,,-9118,,,"a:6:{s:7:""address"";s:74:""Casa de Arte, Bto. Moncion, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:10:""19.4527515"";s:3:""lng"";s:18:""-70.70680470000002"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40072,Museo Hermanas Mirabal,"The Mirabal sisters are the countrys beloved heroines, commemorated in part through their home turned museum, in the small town of Salcedo, approximately an hour outside of Santiago. The sisters were known for fighting to overthrow former dictator Rafael Leónidas Trujillo and were killed for it by Trujillos men, which ultimately led to the end of the DRs most brutal rule. The museum is surrounded with a beautifully landscaped garden, and its interior showcases the Mirabal familys personal effects, including period furniture within the rooms. Theres a gift shop onsite, as well as a bookstore.",en,Santiago,Family-Friendly|Museums,,,,-9925,19.3912077,-70.384578,"a:6:{s:7:""address"";s:51:""Museo Hermanas Mirabal, Salcedo, Dominican Republic"";s:3:""lat"";s:10:""19.3912077"";s:3:""lng"";s:18:""-70.38457799999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40084,Catedral Santiago Apostol,"Facing the citys central park, this all-white Catholic cathedral, designed in Gothic and neoclassical style, dates back to the 19th century. It stands firm after having suffered many earthquakes and restorations. Tour the beautiful interiorâ€“which holds the remains of former Dominican leader Ulises Heureaux, as well as other notable personalities of the 19th and 20th centuriesâ€“including its impressive stained glass windows.",en,Santiago,Churches|Family-Friendly,,,,,19.4501477,-70.7067177,"a:6:{s:7:""address"";s:87:""Catedral Santiago Apóstol, 30 De Marzo, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:10:""19.4501477"";s:3:""lng"";s:18:""-70.70671770000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40087,La Aurora,"Founded in 1903, Santiagos renowned La Aurora is the countrys number one producer and exporter of premium cigars. Hop on a comprehensive, one-hour complimentary tour of their factory in Tamboril, on the outskirts of Santiago, learning about the founding León familys history and foray into the industry. Walk around the cigar making floors, watching the intricate hand rolling process. Youll learn how to roll, hold, and smoke your own em>puro/em> along the way. The visit includes a stop along the factorys impressive vintage cigar gallery. Shop for your own cigar boxes before you leave, from Aurora Preferidos to León JimÃ©nes Prestige, and other top brands at reasonable prices.",en,Santiago,Rum + Cigars,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/ft.jpg,,http://www.laaurora.com.do,-3286,,,"a:6:{s:7:""address"";s:64:""La Aurora Cigars, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:17:""19.46189099999999"";s:3:""lng"";s:18:""-70.67132629999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40098,PDR Cigars,"A boutique cigar factory, PDR produces over five million hand-rolled cigars a year at their factory in Tamboril, just outside of Santiago where most of the DRs cigar factories are located. In operation since 2004, it boasts four medium bodied Dominican brands: PDR 1878 Capa Oscura, PDR 1878 Capa Habana, PDR 1878 Capa Sun Grown, and Flores y Rodriguez Cabinet Selección.",en,Santiago,Rum + Cigars,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/3-2.jpg,,http://www.pdrcigars.com,,,,
40110,Tubanos,"A popular stop on excursions through the area, Tubanos cigar factory sits in Villa GonzÃ¡lez, northwest of Santiago. Here is another excellent place to watch the cigar-rolling process up closeâ€“prepare to be amazed at how fast and skillfully it is doneâ€“while learning all about the manufacturing process. The on-site gift shop stocks the factorys best cigars, as well as other Dominican arts and crafts, and souvenirs.",en,Santiago,Rum + Cigars,,,,,19.5492116,-70.7852368,"a:6:{s:7:""address"";s:35:""Villa GonzÃ¡lez, Dominican Republic"";s:3:""lat"";s:10:""19.5492116"";s:3:""lng"";s:11:""-70.7852368"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40113,La Flor Dominicana,"Another of the DRs most popular premium cigar brands, established in Santiago in 1996. Consistently ranked among the top 25 best in the world, with multiple award-winning cigars, you can tour this boutique companys beautiful factory facility at Tamboril, just outside Santiago. Go from its rolling room to the leaf stripping, fermenting and aging rooms. Sample cigars during your visit, and shop onsite to take your favorites home.",en,Santiago,Rum + Cigars,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/img_7070.jpg,,http://laflordominicana.com,-6527,,,"a:6:{s:7:""address"";s:54:""Tabacalera La Flor (LFD), Tamboril, Dominican Republic"";s:3:""lat"";s:9:""19.486255"";s:3:""lng"";s:18:""-70.62015919999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40135,Parque Duarte,"Ideally situated smack in the heart of the city, the large, fenced Parque Duarte is the perfect rest stop for a break from visiting the citys iconic sights. With a ceiling of towering, ancient trees, the park is also surrounded with historical buildings, including the cathedral, the former city hall, and the pedestrian-packed shopping street em>Calle del Sol/em>. Theres plenty of people traffic to watch while relaxing on a bench in one of the countrys most beautiful urban parks.",en,Santiago,Family-Friendly|Urban Parks,,,,,19.4509391,-70.7066248,"a:6:{s:7:""address"";s:76:""Parque Duarte, Calle Del Sol, Santiago De Los Caballeros, Dominican Republic"";s:3:""lat"";s:10:""19.4509391"";s:3:""lng"";s:18:""-70.70662479999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40934,Three Rocks,"Just a few minutes by boat from the coast of Sosúa, Three Rocks is a favorite spot among novice divers, lying at nine meters (30 feet) of depth. Three coral rock pinnacles are home to a wide variety of tropical fishâ€“schools of yellowtail snappers, sergeant majorsâ€“as well as cleaner shrimp, rays, and moray eels. To boot, the white sand floor surrounding the reef allows less experienced divers to fully enjoy the view without worrying about hitting or colliding with the coral.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40935,Larimar I & Larimar II,"Located just five minutes from Sosúa Bay, this dive begins at Larimar I, where advanced divers explore a small wall covered with soft corals starting at 16 meters (52 feet) and continue to descend deeper to the Larimar II site, at 32 meters (105 feet). Numerous critters reside here, including moray eels, trumpet fish, lionfish, crabs, and octopuses, with many more lying in the reefs crevices.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40936,Mini Wall,"In Sosúa Bay, advanced divers will find the Mini Wall, also known as â€œCalle Sin Salida,â€ where coral pinnacles lie in a labyrinth between patches of sand, spotting barracudas, moray eels, and squid along the way. The slight slope descends to 30 meters (98 feet) with an average depth of 15 meters (49 feet), where you can spot additional marine life, from snappers to seahorses.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40937,Little Point,"Off the Sosúa coast, this dive siteâ€“also known as â€œLa Puntillaâ€â€“consists of four boulders that collapsed and created a formation of passages, including caves, where divers can swim through alongside barracudas and seahorses. Ideal depths of 12 meters (39 feet) make it a good beginner dive site.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40938,Canyon,"Located in Sosúa Bay, this is a suitable dive for all levels, starting in the shallower area of the reef at 12 meters (40 feet), and traversing a tear in the reef formed by the walls of the canyon. From there, you can swim along the wall observing moray eels, lobsters, and huge crabs hiding inside giant barrel sponges. An abundance of groupers, barracudas, yellowtail snappers, spider crabs, anemones, shrimp, nudibranchs, toadfish, and beautiful flamingo tongue snails can also be spotted here.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40939,Zingara Wreck,"Exclusively for advanced divers, the Zingara is a 36-meter (118 feet) long cargo ship that was intentionally sunk near the coast of Sosúa in 1992. Free of obstructions, exploring the shipwrecks compartments is completely safe. The Zingara is home to a healthy variety of corals, sponges, and fish, including giant barracudas and two-meter (seven feet) long green moray eels. An adjacent reef wall is covered with sea fan and sea whip corals, allowing divers to ascend gradually and explore the marine life, while reaching a suitable depth for the safety stop before ending the dive.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40940,Pyramids,"Suitable for divers of all levels, including beginners, the shallow Pyramids siteâ€“at 18 meters (59 feet)â€“is a drift dive around large rocks and pebbles that fell into the sea, creating many cracks and passages for visitors to explore its colorful corals.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40941,Airport Wall,"A favorite of the areas regular divers, and suitable for all levels of certification, the Airport Wall is considered one of the best and most beautiful dive sites in the DR. Located just 10 minutes by boat from Sosúa Bay, the wall dive begins at about 10 meters (33 feet) and drops to almost 30 meters (98 feet). This is one of the richest sites in coral and marine life; the wall is covered with soft and hard corals and sea whips, where large and small fish find shelter in cracks and protrusions. The area is also dotted with cleaner shrimps and crabs. Moving away from the wall, youll discover and explore more pinnacles and tunnels.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40942,Five Rocks,"Located between Sosúa Bay and the Airport Wall, five large coral rocks spread out over a large area of about 100 meters (328 feet) for an ideal beginner dive site, with the reef starting at about five meters (16 feet), and its deepest point falling to nearly 24 meters (79 feet). A wide variety of barrel and tube sponges cover the area, teeming with moray eels, crabs, lobsters, octopuses, and many schools of fish.",en,Puerto Plata,Water Sports>Scuba Diving + Snorkeling,,,,,,,
40943,Silver Bank,"Humpback whale watching season in SamanÃ¡ Bay attracts visitors from around the world from mid-January through March, when the giant mammals come to mate and give birth in Dominican waters. You can actually swim and snorkel with these majestic creatures, but only in the Silver Bank Sanctuaryâ€“or Santuario de Mamíferos Marinos Banco de la Plata, located north of Puerto Platas coastâ€“and only from three boats approved by the Dominican government.",en,Puerto Plata,National Parks + Protected Areas|Water Sports>Scuba Diving + Snorkeling,,,,,,,
40944,Cuevas de Cabarete,"Tucked inside the forest of El Choco National Park, Cabaretes caves reveal an underground network dating back millions of years. Hiking excursions from town or expert guides at the park can take you to explore the various chambers. Cueva de Cristalâ€“the Crystal Caveâ€“rests underground and youll go down a series of steps to view this dark chamber with a fresh water pool, deep enough for certified cave divers to explore. Other caves are above ground; a steep stairway climb leads to vast chambers and tunnels filled with stalactites and stalagmites, as well as rock art.",en,Puerto Plata,Caving|Family-Friendly|Hiking|National Parks + Protected Areas,,,,,19.7134951,-70.4431911,"a:6:{s:7:""address"";s:42:""El Choco National Park, Dominican Republic"";s:3:""lat"";s:10:""19.7134951"";s:3:""lng"";s:18:""-70.44319109999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40945,Cueva de las Golondrinas,"The low-lying Cave of the Swallows or Cueva de las Golondrinas is tucked along the scraggly Atlantic coastline of Río San Juan, just a five-minute boat ride from town. An optional stop on tours of Laguna Gri Gri, your captain will steer the boat inside the small cavernâ€“watch your headâ€“to view its rock composition from ceiling to floor while you float on crystal clear turquoise waters. Once the boat exits the cave, you can choose to swim in the calm natural pool surrounding the area.",en,Puerto Plata,Caving|Cenotes + Springs|Family-Friendly|National Parks + Protected Areas|Wildlife Spotting,,,,,,,
40946,Río Jamao,"Located south of the Puerto Plata province, the Río Jamao reveals some of the DRs most beautiful natural scenery, where you can hike surrounded with forests, and swim in fresh river pools. Kayaking excursions are available from Cabarete adventure tour operators.",en,Puerto Plata,Family-Friendly|Hiking|Rivers + Lakes,,,,,19.6316156,-70.4448647,"a:6:{s:7:""address"";s:29:""Rio Jamao, Dominican Republic"";s:3:""lat"";s:10:""19.6316156"";s:3:""lng"";s:18:""-70.44486469999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40947,Amber Route,"The Dominican Republicâ€“on its northern coastlineâ€“is known for producing some of the clearest and oldest amber in the world, mined in Puerto Plata. The DRs precious stone earned worldwide fame in Steven Spielbergs Jurassic Park, which was inspired from Dominican amber pieces containing prehistoric insects. Today, you can tour the actual amber mines where the stone is unearthed, in the hills of La Cumbreâ€“approximately 43 kilometers (27 miles) from Puerto Plata city, a community set against the Cordillera Septentrional. Youll tour an on-site educational display on the history and property of amber, then hike the field leading to the mines, passing entrances to holes that run 61 meters deep (200 feet), and watch workers reappear with stones in hand. Purchase them raw on site at a fraction of the priceâ€“particularly blue amber, found only in the DRâ€“to be later polished, carved, and set in jewelry of your choosing. You can also find various types of amber sold in jewelry stores around the country and at amber museums.",en,Puerto Plata,Family-Friendly|Gem Hunting|Hiking,,,,,,,
40948,Mountain Biking In Cabarete,"Miles of dirt roads in the countryside, particularly along the old El Choco Road and inside the protected El Choco National Park make Cabarete the ideal mountain biking playground. Adventure outfitters such as Iguana Mama provide mountain bikes and protective gear, along with trained guides who lead riders onto one of the areas and the parks multiple jungle trails on varying endurance rides, including an intense 50-kilometer (31-mile) biking challenge. Mountain biking is good year-round, though June through October are ideal when dirt roads and paths are at their least occupied.",en,Puerto Plata,Mountain Biking,,,,,19.70536942,-70.47009902,"a:6:{s:7:""address"";s:39:""Unnamed Road, 57000, Dominican Republic"";s:3:""lat"";s:18:""19.705369418628187"";s:3:""lng"";s:18:""-70.47009902083738"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40949,El Choco National Park,"Located less than 15 minutes from the beach and the heart of Cabarete, El Choco National Park offers a world of nature for hikes, mountain biking, swimming in fresh water lagoons, and cave exploration. Stretching 78 square kilometers (30 square miles), a handful of hiking trails take you through thick tropical forest along cacao and coffee trees, medicinal plants, and into part dry, part water-filled caves dating back millions of years. Along the way youll spot over 30 species of birds, lizards, and bats. There are bilingual guides at the entrance if you head to the park solo, or you can sign up for an organized hike or biking tour with an adventure outfitter in town.",en,Puerto Plata,Caving|Cenotes + Springs|Family-Friendly|Hiking|Mountain Biking|National Parks + Protected Areas|Wildlife Spotting,,,,,19.7134951,-70.4431911,"a:6:{s:7:""address"";s:42:""El Choco National Park, Dominican Republic"";s:3:""lat"";s:10:""19.7134951"";s:3:""lng"";s:18:""-70.44319109999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40950,Laguna Dudú,"One of the most beautiful natural attractions on the north coast, Laguna Dudús series of turquoise, freshwater lagoons surrounded with caves and lush forest will keep you swimming all day long. Located in Cabrera, approximately two hours drive east of Puerto Plata and an hour from Playa Grande, the park offers plenty of outdoor entertainment. Swim or rent a kayak to navigate the waters, explore one of the caves on foot, or brave the makeshift zipline at your own risk, throwing you approximately 10 meters (33 feet) down into the deepest lagoon. Theres an on-site restaurant and bar, and plenty of green space to relax all day long.",en,Puerto Plata,Caving|Cenotes + Springs|Family-Friendly|National Parks + Protected Areas|Rivers + Lakes|Ziplines,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/nat1-laguna-dudu.jpg,,,,,,"a:6:{s:7:""address"";s:43:""Laguna Dudu, La Entrada, Dominican Republic"";s:3:""lat"";s:10:""19.5645003"";s:3:""lng"";s:18:""-69.90754779999997"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40951,Playa Costambar,"A gorgeous golden sand beach stretching at least two kilometers (one mile), Playa Costambar is an easy ten-minute ride away from Playa Dorada, and offers the ideal daytime escape with plenty of restaurants and bars lining the shore. Swimming here is safe, in turquoise waters with a little wave action. Youll also find plenty of rental condos and homes if youre tempted to stay overnight.",en,Puerto Plata,Beaches|Family-Friendly,,,,,19.81498354,-70.71523233,"a:6:{s:7:""address"";s:58:""Calle Reina Isabel, Puerto Plata 57000, Dominican Republic"";s:3:""lat"";s:18:""19.814983535221984"";s:3:""lng"";s:18:""-70.71523233173826"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40952,Playa Ensenada,"Located just before Punta Rucia, Playa Ensenada is a favorite gathering spot of families on the weekends, known for its perfectly white sand beach, ultra-shallow blue waters, and rows of frituras or shacks with fresh fish cooking, and other specialties al fresco. Grab a palapa-shaded table, or a beach chair, and spend all day here in an authentic Dominican beach atmosphere. Boats also depart from Playa Ensenada to offshore Cayo Arena.",en,Puerto Plata,Beaches|Family-Friendly,,,,,19.8590901,-71.2085316,"a:6:{s:7:""address"";s:34:""Playa Ensenada, Dominican Republic"";s:3:""lat"";s:10:""19.8590901"";s:3:""lng"";s:18:""-71.20853160000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40953,Playa Alicia,"Isolated yet close to the bustling center of Sosúa, Playa Alicia is one of the DRs most recent beaches, formed over the last decade from sand shifting over to this location. Also known as the â€œmiracle beach,â€ its ultra-wide, blond stretch sits below a couple of restaurants and cafÃ©s, but there are no other developments or vendors directly on the beach. Its a great place for a quiet swim and to catch a vibrant sunset.",en,Puerto Plata,Beaches|Family-Friendly,,,,,19.7649224,-70.5188589,"a:6:{s:7:""address"";s:40:""Playa Alicia, Sosúa, Dominican Republic"";s:3:""lat"";s:10:""19.7649224"";s:3:""lng"";s:11:""-70.5188589"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40954,Long Beach,"While Puerto Platas city waterfront is lined with multiple beaches, the most social of them all is Long Beach, located on the very eastern end of the Malecón. Weekend crowds flock here, particularly near sunset and into the night to enjoy the widest stretch of sand where a couple of beachside bars await. Some surf and swim, while others just sit and enjoy the scenery.",en,Puerto Plata,Beaches|Family-Friendly,,,,,19.7863098,-70.6674508,"a:6:{s:7:""address"";s:79:""Long Beach, Avenida General Gregorio Luperón, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7863098"";s:3:""lng"";s:18:""-70.66745079999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40955,Playa Cambiaso,"Reaching the spectacular white sand of Playa Cambiaso is worth the effortâ€“approximately one and half hours northwest from Puerto Plata city between Maimón and Luperón, this wide stretch is lined with coconut palms, while donkeys graze at the back, and a couple of local restaurants serve fresh catch. Families gather here on the weekends, but on weekdays youll have the whole beach to yourself. The beach is tricky to find and takes you on bumpy dirt roadsâ€“youll need an off-road vehicle and an experienced local driver.",en,Puerto Plata,Beaches|Family-Friendly,,,,,,,
40956,Playa Diamante,"Located on the northwestern coast, directly off the highway in Cabrera, this light white sand beach is not what you expect: a river flows so near, it gives the sand a soft, spongy texture, while the sea is a mixture of cold and warm from one end to the other. Its an intriguing experience, but the shallow watersâ€“you can wade in for milesâ€“make it even more ideal for everyone.",en,Puerto Plata,Beaches|Family-Friendly,,,,,19.5802104,-69.8986888,"a:6:{s:7:""address"";s:43:""Playa Diamante, Cabrera, Dominican Republic"";s:3:""lat"";s:10:""19.5802104"";s:3:""lng"";s:11:""-69.8986888"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40957,Pedro García Coffee Trail,"Learn about one of the DRs top exportsâ€“coffee, from the tree to the seed and the roasting processâ€“while hiking an organic coffee plantation located in the northern community of Pedro García, close to the border between Puerto Plata and Santiago. Youll learn how to roast, clean, make, and sample your own cup. The Pedro García trail was reforested and revitalized recently to encourage coffee production in this area rich in rivers and hugged by the Cordillera Septentrional mountain range. Dont leave without purchasing some fresh beans to take home.",en,Puerto Plata,Family-Friendly|Plantation Trails,,,,,,,"a:6:{s:7:""address"";s:32:""Pedro Garcia, Dominican Republic"";s:3:""lat"";s:10:""19.5930515"";s:3:""lng"";s:18:""-70.65290829999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40958,Chocal Chocolate Factory,"Run by an enterprising group of women, this small chocolate factory is a one-stop shop to learn all about Dominican cacao, from treeâ€“youll tour the plantationâ€“to bean, and make chocolate bars on site. Its a half-day trip that takes you into the gorgeous hilly community of Palmar Grande, at 400 meters (1,312 feet) above sea level, for some spectacular views of the mountainous Puerto Plata province. After touring, and sampling chocolate at the residence turned factory, youll end your day with plenty of shopping options. Chocals on-site store is filled with chocolate bars and liqueurs.",en,Puerto Plata,Family-Friendly|Plantation Trails,,,https://chocalaltamira.wordpress.com,-5326,19.6997436,-70.8111656,"a:6:{s:7:""address"";s:48:""Chocal, Camino Palmar Grande, Dominican Republic"";s:3:""lat"";s:10:""19.6997436"";s:3:""lng"";s:18:""-70.81116559999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40959,Cabarete Coffee Company,"Based in Cabarete, this â€œorganic, shade grown, hand-picked, fair tradeâ€ coffee provider takes you on a tour of multiple coffee farms where it sources its coffee beans, located in the mountains of Jarabacoa, in the center of the Dominican Republic. Youll get to roast, grind, and brew your own cup, then get the opportunity to buy directly from the local cooperative roasting facility in Jarabacoa. Tours of a cacao plantation are also offered. If youre not able to tour, you can always purchase a cup or a chosen blend at Cabarete Coffee Companys shop.",en,Puerto Plata,Family-Friendly|Plantation Trails,,,http://www.cabaretecoffeecompany.com,-2298,19.7562093,-70.4181683,"a:6:{s:7:""address"";s:56:""Cabarete Coffee Company, 5, Cabarete, Dominican Republic"";s:3:""lat"";s:10:""19.7562093"";s:3:""lng"";s:18:""-70.41816829999999"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40960,Río Yasica,"Flowing down from the mountains just outside of Cabarete, the YÃ¡sica river provides a world of water fun. Go tubing, kayaking to explore its lush shores, or paddle boarding. Excursions are offered from Cabarete year-round.",en,Puerto Plata,Family-Friendly|Rivers + Lakes,,,,,19.656502,-70.4907776,"a:6:{s:7:""address"";s:30:""Rio Yasica, Dominican Republic"";s:3:""lat"";s:9:""19.656502"";s:3:""lng"";s:11:""-70.4907776"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40961,Río Damajagua,"Running through the North Coast, the Río Damajagua is best known for the 27 waterfalls, known as 27 Charcos de Damajagua, and the fresh water pools it fills as it gushes through Puerto Platas highlands and onto its plains. Easily accessible off the highway, the river is the provinces number one attraction, where professional local tour guides take visitors into its multiple pools.",en,Puerto Plata,Family-Friendly|Rivers + Lakes,,,http://www.27charcos.com,,19.7919759,-70.9427635,"a:6:{s:7:""address"";s:45:""Rio Bajabonico, Damajagua, Dominican Republic"";s:3:""lat"";s:10:""19.7919759"";s:3:""lng"";s:18:""-70.94276350000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40962,Charcos de los Militares,"Tucked in the heart of Puerto Platas verdant plains and completely off the beaten track, this series of three waterfalls empty into deep azure pools that are also affectionately called â€˜Gods pool. Reaching here is part of the adventureâ€“youll hike for an hour along part flat and part hilly pasturelands, formerly sugar cane fields, with typical scenes of Puerto Plata village life along the way. A final makeshift cable-assisted climb up a short series of rocks leads you to the Charcos de Los Militares, where youll likely be the only ones there enjoying these natural river fed pools. Guided hikes to these falls leave from Tubagua Eco Lodge.",en,Puerto Plata,Canyoning + Rappelling|Family-Friendly|Hiking|Waterfalls,,,,,,,
40963,Magic Mushroom,"Shaped like a mushroomâ€“rounded at the top and thinning at the bottomâ€“this canyon adventure offers an exhilarating day of canyoning and rappelling in the cool rivers of Cabarete. Youll need a good level of fitness for this activity, but the rest is faced step by stepâ€“from small and large jumps which are optional, to a couple of intense rappels down 60 meters (197 feet). Take a breather afterwards with a swim, in the river or back at the beach, less than an hours drive away.",en,Puerto Plata,Canyoning + Rappelling|Family-Friendly|Waterfalls,,,,,,,
40964,Ciguapa Falls,"Take the waterfall experience up a notch at Ciguapaâ€“counting a total of six falls and twelve jumps of up to 10 meters (30 feet) high, during a two-hour river expedition. The journey includes a hike through thick jungle before beginning this water-filled expedition. Cabarete-based adventure outfitters offer year-round excursions to Ciguapa Falls.",en,Puerto Plata,Canyoning + Rappelling|Family-Friendly|Hiking|Waterfalls,,,,-3785,,,
40965,Parque Independencia,"Parque Independenciaâ€“also known as Parque Centralâ€“is the centerpiece of Puerto Plata city, framed with royal palms and hugged on all four corners by pastel-colored Victorian-era architecture. The white Catedral del Apóstol San Felipe towers over the square, where Puerto PlateÃ±os relax throughout the day and night with friends and family. Youll find a cafÃ©, ice cream parlor, and restaurant around the square, while the citys key museums are just a couple of blocks away.",en,Puerto Plata,Architecture|Family-Friendly|Iconic Sights|Urban Parks,,,,,19.7976752,-70.6932427,"a:6:{s:7:""address"";s:90:""Parque Independencia (Parque Central), Calle Separación, Puerto Plata, Dominican Republic"";s:3:""lat"";s:10:""19.7976752"";s:3:""lng"";s:18:""-70.69324269999998"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40966,Templo de las Américas,Built over the ruins of the original 16th century church built by Christopher Columbus at La Isabelaâ€“considered the first Catholic Church of the New Worldâ€“Templo de Las AmÃ©ricas brick and stone colonial building sits in a beautifully landscaped garden. Its interior is replete with images of the Virgin Mary. Stroll inside and feel the constant breeze from the nearby Atlantic flowing through this spiritual site.,en,Puerto Plata,Churches|Family-Friendly|Iconic Sights,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/la-isabela_2.jpg,,,,,,"a:6:{s:7:""address"";s:30:""La Isabela, Dominican Republic"";s:3:""lat"";s:10:""19.8890463"";s:3:""lng"";s:18:""-71.07874730000003"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
40967,Bartolo Colón Stadium,"Located in the small town of Altamira, birthplace of Major League player Bartolo Colón, the professional player built this stadium and academy to facilitate training for the children of his community. An on-site museum showcases an excellent overview of Dominican baseball, its history, and cultural importance. Youll also spot some of Colóns belongings, including his uniforms and bats. Head out to the baseball stadium, where you can watch and join the areas youth practicing all day and chasing their dream of becoming the next MLB sensation.",en,Puerto Plata,Baseball|Family-Friendly|Museums,https://www.godominicanrepublic.com/wp-content/uploads/2018/03/bartolo-colon-stadium-2.jpg,,,,,,"a:6:{s:7:""address"";s:86:""Bartolo Colón Stadium, Carretera Navarrete Puerto plata, Altamira, Dominican Republic"";s:3:""lat"";s:10:""19.6504027"";s:3:""lng"";s:18:""-70.83317790000001"";s:4:""zoom"";s:0:"""";s:10:""center_lat"";s:0:"""";s:10:""center_lng"";s:0:"""";}"
